DateTime,Players,neg_sent_count,neu_sent_count,pos_sent_count,Twitch_Viewers,pos_dist
6/18/2017,2349,1,2,4,0,0.571428571
6/19/2017,1965,0,4,4,0,0.5
6/20/2017,1953,3,2,7,0,0.583333333
6/21/2017,1773,3,0,5,0,0.625
6/22/2017,1947,7,4,8,0,0.421052632
6/23/2017,2800,9,3,18,0,0.6
6/24/2017,3239,11,7,8,0,0.307692308
6/25/2017,3710,4,2,12,0,0.666666667
6/26/2017,3334,9,6,15,0,0.5
6/27/2017,3273,4,5,20,0,0.689655172
6/28/2017,3096,3,7,14,0,0.583333333
6/29/2017,2911,6,5,12,0,0.52173913
6/30/2017,2912,7,3,15,0,0.6
7/1/2017,3190,7,6,7,0,0.35
7/2/2017,3650,5,9,11,0,0.44
7/3/2017,3420,3,3,8,0,0.571428571
7/4/2017,3685,8,9,10,0,0.37037037
7/5/2017,3182,3,4,11,0,0.611111111
7/6/2017,2827,6,1,0,0,0
7/7/2017,2820,5,2,8,0,0.533333333
7/8/2017,2838,5,2,7,0,0.5
7/9/2017,3214,2,1,6,0,0.666666667
7/10/2017,2839,4,6,8,0,0.444444444
7/11/2017,2619,3,0,5,0,0.625
7/12/2017,2508,2,1,9,0,0.75
7/13/2017,3069,1,7,9,0,0.529411765
7/14/2017,2817,4,3,6,0,0.461538462
7/15/2017,3033,1,2,5,0,0.625
7/16/2017,3177,3,2,7,0,0.583333333
7/17/2017,2526,1,2,10,0,0.769230769
7/18/2017,2383,4,3,4,0,0.363636364
7/19/2017,2283,3,0,5,0,0.625
7/20/2017,2233,1,2,6,0,0.666666667
7/21/2017,2294,5,2,1,0,0.125
7/22/2017,2545,0,2,9,0,0.818181818
7/23/2017,2804,2,3,4,0,0.444444444
7/24/2017,2294,0,4,4,0,0.5
7/25/2017,2384,1,1,5,0,0.714285714
7/26/2017,2234,3,2,6,0,0.545454545
7/27/2017,2235,3,3,4,0,0.4
7/28/2017,2104,3,3,6,0,0.5
7/29/2017,2403,3,2,8,0,0.615384615
7/30/2017,2701,0,1,8,0,0.888888889
7/31/2017,2198,3,2,5,0,0.5
8/1/2017,2285,1,4,5,0,0.5
8/2/2017,2084,4,3,6,0,0.461538462
8/3/2017,2056,2,2,5,0,0.555555556
8/4/2017,2023,1,3,4,0,0.5
8/5/2017,2291,3,1,8,0,0.666666667
8/6/2017,2446,2,2,5,0,0.555555556
8/7/2017,1916,4,2,8,0,0.571428571
8/8/2017,1978,2,4,1,0,0.142857143
8/9/2017,1879,0,0,5,0,1
8/10/2017,1885,0,3,6,0,0.666666667
8/11/2017,2007,5,1,2,0,0.25
8/12/2017,2323,1,1,6,0,0.75
8/13/2017,2491,0,1,3,0,0.75
8/14/2017,1842,1,1,1,0,0.333333333
8/15/2017,1879,0,2,2,0,0.5
8/16/2017,1866,2,1,1,0,0.25
8/17/2017,1816,2,3,3,0,0.375
8/18/2017,1953,1,0,3,0,0.75
8/19/2017,2220,2,1,4,0,0.571428571
8/20/2017,2662,2,4,6,0,0.5
8/21/2017,1799,0,1,4,0,0.8
8/22/2017,1823,1,4,1,60,0.166666667
8/23/2017,1749,2,3,3,69,0.375
8/24/2017,1888,1,1,3,90,0.6
8/25/2017,1829,4,1,2,300,0.285714286
8/26/2017,2076,4,4,7,292,0.466666667
8/27/2017,2424,0,2,2,221,0.5
8/28/2017,1652,0,0,3,108,1
8/29/2017,1681,2,2,2,66,0.333333333
8/30/2017,1595,1,1,4,79,0.666666667
8/31/2017,1550,0,0,1,29,1
9/1/2017,1786,1,2,6,102,0.666666667
9/2/2017,2067,1,2,2,63,0.4
9/3/2017,2151,2,1,4,78,0.571428571
9/4/2017,2139,2,1,8,895,0.727272727
9/5/2017,1631,1,1,4,792,0.666666667
9/6/2017,1615,0,1,2,67,0.666666667
9/7/2017,1599,2,1,3,195,0.5
9/8/2017,2112,6,1,4,209,0.363636364
9/9/2017,2308,3,4,4,266,0.363636364
9/10/2017,2503,3,1,7,33943,0.636363636
9/11/2017,1859,3,1,4,544,0.5
9/12/2017,1802,0,2,7,76,0.777777778
9/13/2017,1707,3,1,6,47,0.6
9/14/2017,1707,0,0,7,114,1
9/15/2017,1782,2,2,3,55,0.428571429
9/16/2017,2248,0,4,5,146,0.555555556
9/17/2017,2449,1,3,2,401,0.333333333
9/18/2017,1779,4,1,4,178,0.444444444
9/19/2017,1707,0,0,4,176,1
9/20/2017,1675,1,3,3,154,0.428571429
9/21/2017,1731,2,0,1,1222,0.333333333
9/22/2017,1824,2,2,2,78,0.333333333
9/23/2017,2095,0,2,4,90,0.666666667
9/24/2017,2398,2,1,7,151,0.7
9/25/2017,1672,2,1,4,152,0.571428571
9/26/2017,1634,1,3,1,57,0.2
9/27/2017,1591,2,0,7,98,0.777777778
9/28/2017,1584,2,4,3,95,0.333333333
9/29/2017,1695,2,4,4,52,0.4
9/30/2017,1991,1,1,3,106,0.6
10/1/2017,2228,2,3,2,179,0.285714286
10/2/2017,1642,3,0,4,88,0.571428571
10/3/2017,1750,1,2,4,86,0.571428571
10/4/2017,1652,5,1,3,105,0.333333333
10/5/2017,1736,3,1,4,221,0.5
10/6/2017,1850,1,0,3,221,0.75
10/7/2017,2265,1,0,4,88,0.8
10/8/2017,2381,1,3,4,176,0.5
10/9/2017,1973,2,2,6,86,0.6
10/10/2017,1720,1,2,5,2195,0.625
10/11/2017,1770,5,2,2,125,0.222222222
10/12/2017,1746,4,1,4,122,0.444444444
10/13/2017,1822,1,0,4,169,0.8
10/14/2017,2142,2,2,2,124,0.333333333
10/15/2017,2243,1,0,6,300,0.857142857
10/16/2017,1720,0,0,4,152,1
10/17/2017,1672,2,2,5,310,0.555555556
10/18/2017,1580,2,3,4,79,0.444444444
10/19/2017,1846,0,1,3,498,0.75
10/20/2017,1890,1,1,4,150,0.666666667
10/21/2017,2194,2,4,1,283,0.142857143
10/22/2017,2335,0,2,4,167,0.666666667
10/23/2017,1725,1,0,6,90,0.857142857
10/24/2017,1679,1,1,8,125,0.8
10/25/2017,1610,1,2,2,86,0.4
10/26/2017,1583,3,4,4,70,0.363636364
10/27/2017,1899,2,3,5,73,0.5
10/28/2017,2154,3,1,5,174,0.555555556
10/29/2017,2443,1,4,7,240,0.583333333
10/30/2017,1946,1,1,8,86,0.8
10/31/2017,2087,3,2,4,72,0.444444444
11/1/2017,2078,2,4,5,73,0.454545455
11/2/2017,2124,1,1,7,377,0.777777778
11/3/2017,2060,1,3,2,90,0.333333333
11/4/2017,2372,0,3,5,73,0.625
11/5/2017,2528,4,2,8,212,0.571428571
11/6/2017,1803,3,3,2,150,0.25
11/7/2017,1746,1,0,5,96,0.833333333
11/8/2017,1644,1,1,7,885,0.777777778
11/9/2017,3919,17,15,31,5945,0.492063492
11/10/2017,8123,34,36,40,1879,0.363636364
11/11/2017,9403,41,32,46,31426,0.386554622
11/12/2017,8822,35,41,68,23000,0.472222222
11/13/2017,4642,11,25,30,788,0.454545455
11/14/2017,3866,11,4,11,1650,0.423076923
11/15/2017,3485,6,8,8,2140,0.363636364
11/16/2017,3264,1,3,11,711,0.733333333
11/17/2017,3263,1,5,6,329,0.5
11/18/2017,3562,4,3,5,3531,0.416666667
11/19/2017,3707,4,3,8,9789,0.533333333
11/20/2017,2918,0,2,9,292,0.818181818
11/21/2017,2685,2,3,4,459,0.444444444
11/22/2017,2625,21,24,66,728,0.594594595
11/23/2017,2806,20,24,60,1016,0.576923077
11/24/2017,3316,15,18,67,654,0.67
11/25/2017,3405,11,19,46,608,0.605263158
11/26/2017,3806,9,21,30,554,0.5
11/27/2017,2778,10,8,22,118,0.55
11/28/2017,2699,4,4,20,33425,0.714285714
11/29/2017,2442,3,1,14,103,0.777777778
11/30/2017,2496,2,0,5,123,0.714285714
12/1/2017,2571,1,0,8,317,0.888888889
12/2/2017,3201,3,4,6,239,0.461538462
12/3/2017,3089,5,1,4,879,0.4
12/4/2017,2358,1,4,8,131,0.615384615
12/5/2017,2230,2,2,5,219,0.555555556
12/6/2017,2186,1,2,5,84,0.625
12/7/2017,2308,1,2,3,310,0.5
12/8/2017,2363,1,1,4,397,0.666666667
12/9/2017,2849,0,1,4,157,0.8
12/10/2017,2735,3,2,8,275,0.615384615
12/11/2017,2113,3,1,5,145,0.555555556
12/12/2017,2043,0,4,4,220,0.5
12/13/2017,1963,2,2,4,79,0.5
12/14/2017,1995,1,0,1,152,0.5
12/15/2017,2057,1,1,1,115,0.333333333
12/16/2017,2510,3,2,4,125,0.444444444
12/17/2017,2585,1,1,5,101,0.714285714
12/18/2017,1899,3,1,1,218,0.2
12/19/2017,2171,1,2,5,88,0.625
12/20/2017,2012,2,2,5,79,0.555555556
12/21/2017,3246,1,1,5,4889,0.714285714
12/22/2017,3069,2,1,7,2322,0.7
12/23/2017,3034,3,7,5,436,0.333333333
12/24/2017,2406,4,1,9,2604,0.642857143
12/25/2017,2285,4,4,3,76,0.272727273
12/26/2017,2663,3,6,6,83,0.4
12/27/2017,2830,6,4,19,115,0.655172414
12/28/2017,3086,5,5,11,157,0.523809524
12/29/2017,3076,8,2,13,219,0.565217391
12/30/2017,3301,3,4,7,1198,0.5
12/31/2017,2583,3,4,8,197,0.533333333
1/1/2018,3305,3,9,4,101,0.25
1/2/2018,2992,4,3,9,89,0.5625
1/3/2018,2895,3,6,8,127,0.470588235
1/4/2018,2951,2,6,7,249,0.466666667
1/5/2018,2876,2,2,6,218,0.6
1/6/2018,3193,4,2,4,1365,0.4
1/7/2018,3144,1,7,7,154,0.466666667
1/8/2018,2404,1,0,0,116,0
1/9/2018,2340,3,3,7,68,0.538461538
1/10/2018,2229,0,2,2,95,0.5
1/11/2018,2250,2,2,4,113,0.5
1/12/2018,2495,0,3,3,224,0.5
1/13/2018,2816,2,2,3,3650,0.428571429
1/14/2018,2856,2,3,3,247,0.375
1/15/2018,2445,2,4,3,302,0.333333333
1/16/2018,2232,2,2,6,58,0.6
1/17/2018,2191,1,0,2,104,0.666666667
1/18/2018,2135,1,1,4,69,0.666666667
1/19/2018,2295,0,3,1,3587,0.25
1/20/2018,2785,5,1,0,103,0
1/21/2018,2847,4,0,1,174,0.2
1/22/2018,2059,2,1,6,111,0.666666667
1/23/2018,2104,0,2,5,127,0.714285714
1/24/2018,2099,2,0,4,82,0.666666667
1/25/2018,2131,0,2,3,156,0.6
1/26/2018,2279,1,3,3,99,0.428571429
1/27/2018,2629,1,2,2,135,0.4
1/28/2018,2629,1,1,4,258,0.666666667
1/29/2018,2188,3,2,4,96,0.444444444
1/30/2018,2006,1,2,1,98,0.25
1/31/2018,1916,1,0,6,54,0.857142857
2/1/2018,2029,0,1,5,94,0.833333333
2/2/2018,3025,2,0,3,156,0.6
2/3/2018,4107,3,1,2,1945,0.333333333
2/4/2018,4402,0,3,10,1477,0.769230769
2/5/2018,7570,11,22,38,5834,0.535211268
2/6/2018,8560,16,12,29,5834,0.50877193
2/7/2018,8489,10,11,27,3565,0.5625
2/8/2018,7192,2,9,18,4355,0.620689655
2/9/2018,7141,4,5,18,5476,0.666666667
2/10/2018,7900,4,8,9,579,0.428571429
2/11/2018,8129,5,6,17,971,0.607142857
2/12/2018,5964,2,5,4,552,0.363636364
2/13/2018,5053,4,1,7,686,0.583333333
2/14/2018,4151,4,2,16,1041,0.727272727
2/15/2018,4429,5,5,10,1270,0.5
2/16/2018,4933,4,6,5,845,0.333333333
2/17/2018,5475,3,4,14,442,0.666666667
2/18/2018,5742,3,3,8,483,0.571428571
2/19/2018,4743,3,6,11,481,0.55
2/20/2018,4123,1,2,12,300,0.8
2/21/2018,3980,4,5,8,289,0.470588235
2/22/2018,3815,4,0,5,351,0.555555556
2/23/2018,3987,3,5,8,292,0.5
2/24/2018,4659,4,3,8,248,0.533333333
2/25/2018,4911,2,2,6,282,0.6
2/26/2018,3504,1,1,5,219,0.714285714
2/27/2018,3507,3,3,4,344,0.4
2/28/2018,3374,3,3,5,246,0.454545455
3/1/2018,3352,1,2,7,271,0.7
3/2/2018,3585,1,2,11,377,0.785714286
3/3/2018,4162,1,4,7,301,0.583333333
3/4/2018,4330,4,7,5,221,0.3125
3/5/2018,3017,0,4,7,269,0.636363636
3/6/2018,2920,1,5,6,111,0.5
3/7/2018,3025,4,3,4,220,0.363636364
3/8/2018,3023,1,3,3,228,0.428571429
3/9/2018,3089,0,5,4,129,0.444444444
3/10/2018,3589,0,1,2,109,0.666666667
3/11/2018,3903,0,1,3,231,0.75
3/12/2018,2960,2,4,11,250,0.647058824
3/13/2018,2982,1,3,4,211,0.5
3/14/2018,2772,2,1,4,162,0.571428571
3/15/2018,2828,0,1,3,173,0.75
3/16/2018,3054,0,2,5,111,0.714285714
3/17/2018,3544,0,0,3,224,1
3/18/2018,3766,3,0,4,3794,0.571428571
3/19/2018,2626,3,1,3,263,0.428571429
3/20/2018,2791,1,3,3,84,0.428571429
3/21/2018,2745,1,1,6,140,0.75
3/22/2018,2585,2,2,5,200,0.555555556
3/23/2018,2748,5,5,6,1147,0.375
3/24/2018,3231,4,1,3,199,0.375
3/25/2018,3165,1,1,4,114,0.666666667
3/26/2018,2457,4,1,1,121,0.166666667
3/27/2018,2380,3,2,2,142,0.285714286
3/28/2018,2264,2,1,2,167,0.4
3/29/2018,2407,2,3,2,92,0.285714286
3/30/2018,2645,1,1,6,119,0.75
3/31/2018,2727,2,2,6,146,0.6
4/1/2018,2884,3,2,2,186,0.285714286
4/2/2018,2479,2,1,2,152,0.4
4/3/2018,2464,1,3,4,88,0.5
4/4/2018,2421,2,2,5,123,0.555555556
4/5/2018,2453,1,1,6,384,0.75
4/6/2018,2715,0,2,2,182,0.5
4/7/2018,3035,3,2,2,223,0.285714286
4/8/2018,3153,0,0,5,202,1
4/9/2018,2420,4,0,1,208,0.2
4/10/2018,2400,1,1,4,244,0.666666667
4/11/2018,2291,1,2,0,149,0
4/12/2018,2313,0,3,3,1055,0.5
4/13/2018,2582,2,2,7,315,0.636363636
4/14/2018,2908,2,1,5,234,0.625
4/15/2018,3167,3,3,4,203,0.4
4/16/2018,2377,3,3,5,202,0.454545455
4/17/2018,2283,1,0,3,74,0.75
4/18/2018,2254,2,1,3,115,0.5
4/19/2018,2143,2,2,5,206,0.555555556
4/20/2018,2454,5,2,5,69,0.416666667
4/21/2018,3113,2,2,3,115,0.428571429
4/22/2018,3371,3,4,4,129,0.363636364
4/23/2018,2561,4,0,3,1958,0.428571429
4/24/2018,2355,1,1,3,152,0.6
4/25/2018,2481,2,2,5,1002,0.555555556
4/26/2018,2256,0,1,0,156,0
4/27/2018,2332,1,4,2,105,0.285714286
4/28/2018,2841,2,2,5,575,0.555555556
4/29/2018,2987,2,3,4,318,0.444444444
4/30/2018,2889,3,1,4,2201,0.5
5/1/2018,2868,0,3,3,2715,0.5
5/2/2018,2931,1,2,2,4475,0.4
5/3/2018,2696,1,1,4,4073,0.666666667
5/4/2018,4954,5,2,11,6002,0.611111111
5/5/2018,5707,4,4,9,2641,0.529411765
5/6/2018,5955,2,1,5,2705,0.625
5/7/2018,4483,3,2,9,2584,0.642857143
5/8/2018,4333,3,1,5,1480,0.555555556
5/9/2018,4145,1,1,3,758,0.6
5/10/2018,3977,3,0,6,183,0.666666667
5/11/2018,4232,2,4,5,270,0.454545455
5/12/2018,4918,2,5,0,286,0
5/13/2018,4829,3,0,7,493,0.7
5/14/2018,3675,1,0,2,302,0.666666667
5/15/2018,3653,0,3,3,153,0.5
5/16/2018,3493,1,3,7,214,0.636363636
5/17/2018,3308,0,3,5,715,0.625
5/18/2018,3555,2,0,2,235,0.5
5/19/2018,4135,3,1,4,3114,0.5
5/20/2018,4350,1,4,4,717,0.444444444
5/21/2018,3538,2,1,8,162,0.727272727
5/22/2018,3442,1,3,6,132,0.6
5/23/2018,3190,2,1,4,122,0.571428571
5/24/2018,3326,1,2,3,121,0.5
5/25/2018,3394,5,0,3,166,0.375
5/26/2018,3120,5,1,6,970,0.5
5/27/2018,3671,3,1,4,213,0.5
5/28/2018,3662,5,2,7,110,0.5
5/29/2018,3298,1,0,4,124,0.8
5/30/2018,3303,2,4,5,3573,0.454545455
5/31/2018,3381,2,3,8,926,0.615384615
6/1/2018,3193,2,2,5,1560,0.555555556
6/2/2018,3728,1,1,4,290,0.666666667
6/3/2018,3828,2,2,9,624,0.692307692
6/4/2018,3175,0,2,3,3559,0.6
6/5/2018,3072,3,5,5,167,0.384615385
6/6/2018,2990,3,3,4,101,0.4
6/7/2018,2961,2,2,5,801,0.555555556
6/8/2018,2490,2,0,4,165,0.666666667
6/9/2018,2978,1,2,3,107,0.5
6/10/2018,2916,5,1,3,343,0.333333333
6/11/2018,2759,1,2,4,98,0.571428571
6/12/2018,2615,3,2,4,98,0.444444444
6/13/2018,2568,2,1,4,115,0.571428571
6/14/2018,2602,1,1,5,261,0.714285714
6/15/2018,2515,2,4,4,136,0.4
6/16/2018,2925,3,3,4,2997,0.4
6/17/2018,2965,1,1,2,125,0.5
6/18/2018,2607,4,1,4,109,0.444444444
6/19/2018,2765,0,3,6,163,0.666666667
6/20/2018,2698,1,3,6,137,0.6
6/21/2018,4106,6,2,16,225,0.666666667
6/22/2018,5523,8,7,11,609,0.423076923
6/23/2018,5972,10,7,12,930,0.413793103
6/24/2018,5929,4,10,18,1927,0.5625
6/25/2018,4221,5,10,8,1257,0.347826087
6/26/2018,4348,1,5,3,180,0.333333333
6/27/2018,4199,2,4,3,399,0.333333333
6/28/2018,4392,4,4,6,169,0.428571429
6/29/2018,4599,5,2,7,918,0.5
6/30/2018,4798,2,6,9,1268,0.529411765
7/1/2018,5431,4,5,7,1795,0.4375
7/2/2018,4859,2,2,9,1643,0.692307692
7/3/2018,4691,9,5,2,1116,0.125
7/4/2018,5362,4,3,9,1792,0.5625
7/5/2018,5136,4,4,8,1302,0.5
7/6/2018,4830,0,2,12,2038,0.857142857
7/7/2018,4432,4,2,3,264,0.333333333
7/8/2018,4811,2,1,3,245,0.5
7/9/2018,4716,3,5,3,404,0.272727273
7/10/2018,3990,3,0,5,1006,0.625
7/11/2018,3728,2,3,5,1354,0.5
7/12/2018,4103,1,1,6,1564,0.75
7/13/2018,4061,0,4,4,2924,0.5
7/14/2018,4430,2,1,4,1718,0.571428571
7/15/2018,4908,3,1,5,1508,0.555555556
7/16/2018,4192,0,2,4,211,0.666666667
7/17/2018,3911,2,0,3,328,0.6
7/18/2018,3317,2,6,10,432,0.555555556
7/19/2018,3258,2,4,5,279,0.454545455
7/20/2018,3194,4,4,6,270,0.428571429
7/21/2018,3649,1,2,1,268,0.25
7/22/2018,4164,4,0,2,201,0.333333333
7/23/2018,3346,1,2,3,227,0.5
7/24/2018,3221,2,4,2,287,0.25
7/25/2018,3082,4,2,4,309,0.4
7/26/2018,2930,1,2,3,100,0.5
7/27/2018,2945,3,1,4,368,0.5
7/28/2018,3288,1,2,5,449,0.625
7/29/2018,3626,2,3,4,472,0.444444444
7/30/2018,3081,1,2,6,261,0.666666667
7/31/2018,2998,1,1,0,137,0
8/1/2018,2813,1,1,2,115,0.5
8/2/2018,2850,2,1,0,193,0
8/3/2018,2791,2,5,3,529,0.3
8/4/2018,3195,0,2,1,162,0.333333333
8/5/2018,3563,2,0,4,1171,0.666666667
8/6/2018,3126,0,2,2,97,0.5
8/7/2018,2898,2,1,1,617,0.25
8/8/2018,2936,0,1,5,637,0.833333333
8/9/2018,2822,1,4,3,247,0.375
8/10/2018,2770,1,4,4,86,0.444444444
8/11/2018,3108,5,5,5,331,0.333333333
8/12/2018,3520,3,1,1,361,0.2
8/13/2018,2958,2,4,4,1404,0.4
8/14/2018,2861,3,1,3,120,0.428571429
8/15/2018,2776,1,3,3,235,0.428571429
8/16/2018,2719,0,1,3,283,0.75
8/17/2018,2782,1,1,0,181,0
8/18/2018,3251,0,3,1,191,0.25
8/19/2018,3461,2,6,5,176,0.384615385
8/20/2018,2723,0,2,2,97,0.5
8/21/2018,2666,1,2,3,72,0.5
8/22/2018,2690,1,2,4,84,0.571428571
8/23/2018,2636,2,0,4,248,0.666666667
8/24/2018,2822,0,1,4,87,0.8
8/25/2018,3046,1,1,6,85,0.75
8/26/2018,3435,1,1,5,217,0.714285714
8/27/2018,2628,2,4,1,188,0.142857143
8/28/2018,2583,1,0,7,126,0.875
8/29/2018,2400,0,1,2,89,0.666666667
8/30/2018,2387,0,2,3,74,0.6
8/31/2018,2395,1,2,4,53,0.571428571
9/1/2018,2748,3,1,8,110,0.666666667
9/2/2018,2974,0,0,3,149,1
9/3/2018,2868,1,2,2,76,0.4
9/4/2018,2159,0,1,2,103,0.666666667
9/5/2018,2072,0,0,1,136,1
9/6/2018,1897,2,0,5,74,0.714285714
9/7/2018,2154,0,0,2,72,1
9/8/2018,2581,0,0,3,978,1
9/9/2018,2785,0,2,1,212,0.333333333
9/10/2018,2105,0,3,0,69,0
9/11/2018,2081,1,0,1,88,0.5
9/12/2018,2111,0,1,2,58,0.666666667
9/13/2018,2020,0,1,1,76,0.5
9/14/2018,2262,0,0,1,56,1
9/15/2018,2580,1,1,2,57,0.5
9/16/2018,2720,1,0,1,127,0.5
9/17/2018,2131,1,1,1,79,0.333333333
9/18/2018,2119,1,1,1,72,0.333333333
9/19/2018,2059,1,1,1,51,0.333333333
9/20/2018,1977,2,2,1,460,0.2
9/21/2018,2214,0,1,2,646,0.666666667
9/22/2018,2614,2,2,5,1058,0.555555556
9/23/2018,2898,3,2,2,657,0.285714286
9/24/2018,2156,1,2,1,79,0.25
9/25/2018,2133,0,3,2,82,0.4
9/26/2018,2019,2,1,0,60,0
9/27/2018,2034,1,1,1,87,0.333333333
9/28/2018,2229,1,1,0,72,0
9/29/2018,2557,1,1,3,143,0.6
9/30/2018,3023,2,1,3,169,0.5
10/1/2018,2215,2,0,1,103,0.333333333
10/2/2018,2348,2,6,0,126,0
10/3/2018,2201,2,2,3,116,0.428571429
10/4/2018,2280,0,2,0,119,0
10/5/2018,2421,0,0,2,101,1
10/6/2018,3012,0,2,1,90,0.333333333
10/7/2018,2971,1,3,3,136,0.428571429
10/8/2018,2679,0,1,0,120,0
10/9/2018,2515,1,1,2,589,0.5
10/10/2018,2560,2,0,2,1191,0.5
10/11/2018,2422,0,0,2,178,1
10/12/2018,2647,1,1,1,118,0.333333333
10/13/2018,3219,0,0,2,161,1
10/14/2018,3498,2,1,2,309,0.4
10/15/2018,2792,3,2,0,66,0
10/16/2018,2749,0,0,5,1332,1
10/17/2018,2773,0,1,3,105,0.75
10/18/2018,2904,0,3,3,115,0.5
10/19/2018,2845,1,3,3,75,0.428571429
10/20/2018,3511,1,1,6,183,0.75
10/21/2018,3689,1,3,2,211,0.333333333
10/22/2018,2807,0,0,5,77,1
10/23/2018,2892,1,0,5,239,0.833333333
10/24/2018,2580,1,2,1,80,0.25
10/25/2018,2682,0,1,4,468,0.8
10/26/2018,2684,1,2,3,85,0.5
10/27/2018,3187,1,1,3,132,0.6
10/28/2018,3197,4,0,6,152,0.6
10/29/2018,2476,1,1,3,427,0.6
10/30/2018,2476,0,2,5,112,0.714285714
10/31/2018,2476,2,1,3,67,0.5
11/1/2018,2666,2,1,1,133,0.25
11/2/2018,2883,1,1,4,100,0.666666667
11/3/2018,3181,0,3,6,122,0.666666667
11/4/2018,3500,2,0,4,218,0.666666667
11/5/2018,2428,1,0,2,81,0.666666667
11/6/2018,2274,1,2,2,1136,0.4
11/7/2018,1940,2,1,3,2195,0.5
11/8/2018,1781,1,2,2,1437,0.4
11/9/2018,5388,13,8,10,1085,0.322580645
11/10/2018,7829,48,22,21,1551,0.230769231
11/11/2018,8496,21,22,17,324,0.283333333
11/12/2018,6233,16,12,27,506,0.490909091
11/13/2018,5317,11,7,15,1155,0.454545455
11/14/2018,4798,5,8,15,104,0.535714286
11/15/2018,4557,2,2,4,107,0.5
11/16/2018,4610,3,1,7,130,0.636363636
11/17/2018,5085,3,5,5,233,0.384615385
11/18/2018,4965,0,2,1,161,0.333333333
11/19/2018,3885,1,2,5,1006,0.625
11/20/2018,3682,3,2,6,1462,0.545454545
11/21/2018,3489,21,32,119,362,0.691860465
11/22/2018,3261,33,48,120,3055,0.597014925
11/23/2018,3839,15,27,73,184,0.634782609
11/24/2018,4088,8,19,66,167,0.709677419
11/25/2018,4129,9,12,45,491,0.681818182
11/26/2018,3026,8,12,32,135,0.615384615
11/27/2018,2920,4,5,13,116,0.590909091
11/28/2018,2678,2,2,2,484,0.333333333
11/29/2018,2785,2,2,3,506,0.428571429
11/30/2018,3041,1,1,3,211,0.6
12/1/2018,3525,1,1,5,137,0.714285714
12/2/2018,3856,4,2,1,214,0.142857143
12/3/2018,2646,1,2,6,174,0.666666667
12/4/2018,2798,2,0,5,139,0.714285714
12/5/2018,2622,2,1,3,116,0.5
12/6/2018,2640,0,2,1,122,0.333333333
12/7/2018,2610,0,0,5,73,1
